id,Source,Target,Date
1901,Samuel Adams,James Warren,1778-06-01
1902,Henry Laurens,John Rutledge,1778-06-03
1903,Henry Laurens,Baron Steuben,1778-06-04
1904,Henry Laurens, Marquis de Lafayette,1778-06-04
1905,Henry Laurens,John Laurens,1778-06-05
1906,Oliver Wolcott,Mrs. Wolcott,1778-06-05
1907,Henry Laurens,Jonathan Trumbull,1778-06-05
1908,Henry Laurens,George Washington,1778-06-05
1909, Board of War,William 08ustus Atlee,1778-06-05
1910,Thomas McKean,William 08ustus Atlee,1778-06-05
1911,Richard Henry Lee,Lord Howe,1778-06-06
1912,Henry Laurens,George Washington,1778-06-06
1913,Daniel Roberdeau,George Bryan,1778-06-06
1914, Rhode Island Delegates,William Greene,1778-06-08
1915,Henry Laurens,George Washington,1778-06-08
1916,Thomas McKean,Mrs. McKean,1778-06-09
1917,Gouverneur Morris,George Washington,1778-06-09
1918,James Lovell,Horatio Gates,1778-06-09
1919,John Wentworth jr.,to John Langdon,1778-06-10
1920,Henry Laurens,Richard Caswell,1778-06-11
1921,Francis Dana,George Washington,1778-06-11
1922,Henry Laurens,Rawlins Lowndes,1778-06-12
1923,Henry Laurens,Philip Schuyler,1778-06-12
1924,Josiah Bartlett,Nathaniel Folsom,1778-06-12
1925,Henry Laurens,Horatio Gates,1778-06-13
1926,Henry Laurens,Patrick Henry,1778-06-13
1927, Massachusetts Delegates,Jeremiah Powell,1778-06-13
1928,Samuel Adams,James Warren,1778-06-13
1929,Henry Laurens,John Laurens,1778-06-13
1930,Henry Laurens,George Washington,1778-06-14
1931,Henry Laurens,George Johnstone,1778-06-14
1932, New Hampshire Delegates,Meshech Weare,1778-06-15
1933,Robert Morris,Gouverneur Morris,1778-06-16
1934,Richard Henry Lee,Thomas Jefferson,1778-06-16
1935,Charles Thomson,Memorandum,1778-06-16
1936,Richard Henry Lee, British Commissioners,1778-06-16
1937,John Wirspoon, British Commissioners,1778-06-17
1938,Henry Laurens,Horatio Gates,1778-06-17
1939,Henry Laurens,Horatio Gates,1778-06-17
1940,Henry Laurens,John Laurens,1778-06-17
1941,Thomas McKean,Caesar Rodney,1778-06-17
1942,Thomas McKean,Mrs. McKean,1778-06-17
1943,Henry Laurens,George Washington,1778-06-18
1944,James Lovell,Horatio Gates,1778-06-18
1945,Henry Laurens,Horatio Gates,1778-06-19
1946,Henry Laurens, Marquis de Lafayette,1778-06-19
1947,Samuel Adams,James Warren,1778-06-19
1948,Samuel Holten,Diary,1778-06-20
1949,Henry Laurens,George Washington,1778-06-20
1950,Henry Laurens,William Heath,1778-06-20
1951,Samuel Adams,James Warren,1778-06-20
1952,Richard Henry Lee,John Adams,1778-06-20
1953,John Hancock,Mrs. Hancock,1778-06-20
1954,Henry Laurens,Philip Schuyler,1778-06-20
1955,Josiah Bartlett,William Whipple,1778-06-20
1956,Oliver Wolcott,Mrs. Wolcott,1778-06-20
1957, Rhode Island Delegates,William Greene,1778-06-20
1958,Henry Laurens,Joseph Reed,1778-06-21
1959, Committee of Foreign Affairs, Commissioners at Paris,1778-06-21
1960,Samuel Holten,Diary,1778-06-22
1961,Henry Laurens,John Houstoun,1778-06-22
1962, Maryland Delegates,Thomas Johnson jr.,1778-06-22
1963, Maryland Delegates, Assembly of Maryland,1778-06-22
1964,Gouverneur Morris,John Jay,1778-06-23
1965,Henry Laurens,Rawlins Lowndes,1778-06-23
1966,Richard Henry Lee,Thomas Jefferson,1778-06-23
1967,Gouverneur Morris,George Qinton,1778-06-22
1968,Samuel Holten,Diary,25 317 1778
1969,Henry Laurens,William Heath,1778-06-26
1970,Samuel Holten,Diary,1778-06-27
1971, Rhode Island Delegates,William Greene,1778-06-27
1972,Henry Laurens,Rawlins Lowndes,1778-06-27
1973,John Hancock,Mrs. Hancock,1778-07-01
1974,Samuel Holten,Diary,1778-07-01
1975,Samuel Adams,Samuel Phillips Savage,1778-07-03
1976,Samuel Chase,Thomas Johnson jr.,1778-07-04
1977,Samuel Holten,Diary,1778-07-06
1978,Henry Laurens,George Washington,1778-07-07
1979,Thomas McKean,William 08ustus Atlee,1778-07-07
1980,John Maws,John Rutledge,1778-07-07
1981,Samuel Holten,Diary,1778-07-09
1982,Samuel Adams,Mrs. Adams,1778-07-09
1983,Henry Laurens,Horatio Gates,1778-07-10
1984,Samuel Holten,Diary,1778-07-11
1985,Henry Laurens,George Washington,1778-07-11
1986,Henry Laurens,Meshech Weare,1778-07-12
1987,Richard Henry Lee,Francis Lightfoot Lee,1778-07-12
1988,Samuel Holten,Diary,1778-07-13
1989,Nathaniel Scudder,John Hart,1778-07-13
1990,Josiah Bartlett,John Langdon,1778-07-13
1991,James Lovell,William Whipple,1778-07-14
1992,Elias Boudinot,Mrs. Boudinot,1778-07-14
1993,Henry Marchant,John Carter,1778-07-14
1994,Henry Marchant,William Greene,1778-07-14
1995,Samuel Adams,James Warren,1778-07-14
1996,Samuel Adams,James Warren,1778-07-15
1997,Henry Laurens,Rawlins Lowndes,1778-07-15
1998,Henry Laurens,John Lewis Gervais,1778-07-15
1999,John Penn,Richard Caswell,1778-07-15
2000,Henry Laurens,William Livingston,1778-07-17
2001,Henry Laurens,George Washington,1778-07-18
2002,Henry Laurens,William Livingston,1778-07-18
2003,Henry Laurens,John Houstoun,1778-07-18
2004,Henry Laurens, Marquis de Lafayette,1778-07-18
2005,Samuel Holten,Diary,1778-07-18
2006,Gouverneur Morris,Proposed Resolves,1778-07-18
2007,Samuel Adams,James Warren,1778-07-20
2008,Josiah Bartlett,William Whipple,1778-07-20
2009,Josiah Bartlett,Meshech Weare,1778-07-20
2010,Richard Henry Lee,Thomas Jefferson,1778-07-20
2011,Samuel Holten,Diary,1778-07-20
2012, New York Delegates,George Qinton,1778-07-21
2013,A Committee of Congress,Report,1778-07-21
2014, New York Delegates,Proposed Resolutions,1778-07-21
2015,Joseph Reed,Mrs. Reed,1778-07-21
2016,John Penn,Richard Caswell,1778-07-21
2017,Andrew Adams,Oliver Wolcott,1778-07-22
2018,Henry Laurens,Richard Caswell,1778-07-23
2019,Jonathan Elmer,Ebenezer Elmer,1778-07-23
2020,Henry Laurens,Patrick Henry,1778-07-24
2021,Samuel Holten,Diary,1778-07-26 
2022,Henry Laurens,Patrick Henry,1778-07-26
2023,Henry Laurens,Jean Baptiste Lazarus veneau de Francy,1778-07-26
2024,Josiah Bartlett,William Whipple,1778-07-27
2025,Richard Henry Lee,Francis Lightfoot Lee,1778-07-27
2026,Samuel Adams,James Warren,1778-07-27
2027,Henry Laurens,William Heath,1778-07-30
2028,Roger Sherman,Jonathan Trumbull jr.,1778-07-30
2029,Henry Laurens,George Washington,1778-07-31
2030,Elias Boudinot,Reminiscences,1778-07-31
2031,Gouverneur Morris,George Washington,1778-08-02
2032,Henry 03chant,William Greene,1778-08-03
2033,Josiah Bartlett,Meshech Weare,1778-08-04
2034,Henry Laurens,Rawlins Lowndes,1778-08-05
2035,Samuel Holten,Diary,1778-08-06
2036,A Committee of Congress, Pennsylvania Council,1778-08-06
2037,Samuel Holten,Diary,1778-08-07
2038,Henry Laurens,Benedict Arnold,1778-08-07
2039,Elias Boudinot,Mrs. Boudinot,1778-08-08
2040,Samuel Holten,Diary,1778-08-08
2041,Andrew Adams,Oliver Wolcott,1778-08-10
2042,Richard Henry Lee,Thomas Jefferson,1778-08-10
2043,Andrew Adams,Jonathan Trumbull,1778-08-11
2044,Titus Hosmer,Jonathan Trumbull,1778-08-11
2045,Henry 03chant, Rhode Island Assembly,1778-08-11
2046,Samuel Adams,Peter Thacher,1778-08-11
2047,Samuel Chase,Thomas Johnson jr.,1778-08-11
2048,Henry Laurens,Rawlins Lowndes,1778-08-11
2049,Samuel Holten,Diary,1778-08-13
2050,Samuel Chase,Thomas Johnson jr.,1778-08-14
2051,Samuel Holten,Diary,1778-08-15
2052,Henry Laurens,John Sullivan,1778-08-16
2053,Joseph Reed,Mrs. Reed,1778-08-16
2054,Gouverneur Morris,John Jay,1778-08-16
2055,Gouverneur Morris,Robert R. Livingston,1778-08-17
2056,Andrew Adams,Samuel Lyman,1778-08-17
2057,Josiah Bartlett,John Langdon,1778-08-18
2058,Josiah Bartlett,William Whipple,1778-08-18
2059,George Plater,Thomas Johnson jr.,1778-08-18
2060,Samuel Holten,Diary,1778-08-21
2061,Henry Laurens,William Livingston,1778-08-21
2062, New York Delegates,George Clinton,1778-08-21
2063,Henry Laurens, Chevalier de Laneuville,1778-08-23
2064,Henry Laurens,James Graham,1778-08-23
2065,Samuel Holten,Diary,1778-08-25
2066,Cornelius Harnett,Richard Caswell,1778-08-27
2067,Cornelius Harnett,Thomas Burke,1778-08-27
2068,Henry Laurens,John Houstoun,1778-08-27
2069,Samuel Holten,Diary,1778-08-28
2070,Henry Laurens,George Washington,1778-08-28
2071,Henry Laurens,George Washington,1778-08-28
2072,Henry Laurens,John Sullivan,1778-08-28
2073,Richard Henry Lee,William Maxwell,1778-08-29
2074,Andrew Adams,Horatio Gates,1778-08-29
2075,Andrew Adams,Oliver Wolcott,1778-08-29
2076,James Lovell,Horatio Gates,1778-08-29
2077,Henry Laurens,George Washington,1778-08-29
2078,John Maws,Thomas Bee,1778-08-30
2079,Gouverneur Morris,George Washington,1778-08-31
2080,Titus Hosmer,Jonathan Trumbull,1778-08-31
2081,John Penn,William Woodford,1778-08-31
2082,Samuel Adams,James Warren,1778-09-01
2083,Samuel Holten,Diary,1778-09-04
2084,Samuel Adams,James Bowdoin,1778-09-03
2085,John Wirspoon,unknown,1778-09-03
2086,Richard Henry Lee,George Bryan,1778-09-04
2087,Henry Laurens,John Beatty,1778-09-04
2088,Henry Laurens,William Maxwell,1778-09-05
2089,Richard Henry Lee,Arthur Lee,1778-09-06
2090,Samuel Holten,Diary,1778-09-07
2091,John Penn,Richard Caswell,1778-09-07
2092,William Henry Drayton,John Laurens,1778-09-07
2093,Josiah Bartlett,Meshech Weare,1778-09-08
2094,Robert Morris,James Duane,1778-09-08
2095,Samuel Holten,Diary,1778-09-09
2096,John Laurens,Comte d'Estaing,1778-09-10
2097,Henry Laurens,Rawlins Lowndes,1778-09-10
2098, Committee of Arrangement,oderick Bland,1778-09-11
2099,Samuel Holten,Diary,1778-09-12
2100,Josiah Bartlett,William Whipple,1778-09-12
2101,Henry 03chant,John Sullivan,1778-09-12
2102,Henry Laurens,John Cadwalader,1778-09-12
2103,Henry Laurens,William Smith,1778-09-12
2104,Samuel Adams,James Warren,1778-09-12
2105,Samuel Adams,Samuel Phillips Savage,1778-09-14
2106,Henry Laurens,Rawlins Lowndes,1778-09-15
2107,Francis Lewis,Thomas Johnson jr.,1778-09-15
2108,John Harvie,Thomas Jefferson,1778-09-15
2109,Cornelius Harnett,Richard Caswell,1778-09-15
2110,Richard Henry Lee,Arthur Lee,1778-09-16
2111,John Wirspoon,William Churchill Houston,1778-09-16
2112,Samuel Holten,Diary,1778-09-16
2113,Henry Laurens,Baron Steuben,1778-09-17
2114,Henry Laurens,Memorandum,1778-09-18
2115,Henry Laurens,Proposed Resolve,1778-09-18
2116,James Lovell,Horatio Gates,1778-09-18
2117,Cornelius Harnett,Thomas Burke,1778-09-19
2118,Samuel Adams,John Bradford,1778-09-21
2119,Josiah Bartlett,John Langdon,1778-09-21
2120,John Maws,Thomas Bee,1778-09-22
2121,Gouverneur Morris,Robert R. Livingston,1778-09-22
2122,Henry Laurens,George Washington,1778-09-23
2123, 03ine Committee,Jonathan Trumbull,1778-09-25
2124,Samuel Holten,Diary,1778-09-25
2125,Andrew Adams,Jonathan Trumbull,1778-09-26
2126,Henry Laurens,Jonathan Trumbull,1778-09-26
2127,Henry Laurens,Patrick Henry,1778-09-26
2128,Cornelius Harnett,Richard Caswell,1778-09-26
2129,Josiah Bartlett,Meshech Weare,1778-09-26
2130,Gouverneur Morris,George Clinton,1778-09-27
2131,Examination of William Carmichael,Report,1778-09-28
2132, North Carolina Delegates,Richard Caswell,1778-09-29
2133,Samuel Chase,Thomas Johnson jr.,1778-09-29
2134, Committee of Arrangement,George Washington,1778-09-30
2135,Examination of William Carmichael,Report,1778-09-30
2136,Henry Laurens,William Livingston,1778-10-01
2137,Robert Morris,William Bingham,1778-10-01
2138,Cornelius Harnett,Richard Caswell,1778-10-04
2139,Richard Henry Lee,Thomas Jefferson,1778-10-05
2140,Examination of William Carmichael,Report,1778-10-05
2141,Samuel Holten,Diary,1778-10-05
2142,Henry Laurens,Rawlins Lowndes,1778-10-06
2143,Henry Laurens,Memorandum,1778-10-06
2144,Henry Laurens,William Livingston,1778-10-06
2145,Roger Sherman,Jonathan Trumbull,1778-10-06
2146,Josiah Bartlett,Meshech Weare,1778-10-06
2147,Cyrus Griffin,Thomas Jefferson,1778-10-06
2148,Henry Laurens,George Washington,1778-10-09
2149,Henry Laurens,William Heath,1778-10-10
2150,Samuel Adams,James Warren,1778-10-11
2151,Joseph Reed,Motion,1778-10-12
2152,Samuel Adams,James Warren,1778-10-14
2153, Connecticut Delegates,Jonathan Trumbull,1778-10-15
2154,Samuel Holten,Diary,1778-10-16
2155,Samuel Adams,Jonathan Trumbull,1778-10-16
2156,Samuel Adams,Samuel Phillips Savage,1778-10-17
2157,Samuel Adams,James Warren,1778-10-17
2158,John Maws,Thomas Bee,1778-10-17
2159,Henry Laurens,Joseph Reed,1778-10-18
2160,John Penn,Richard Caswell,1778-10-18
2161,Samuel Holten,Diary,1778-10-20
2162,John Henry,Thomas Johnson jr.,1778-10-20
2163,Thomas Burke,Richard Caswell,1778-10-20
2164,Samuel Adams,James Warren,1778-10-20
2165,Richard Henry Lee,Patrick Henry,1778-10-21
2166,Henry 03chant, Rhode Island Assembly,1778-10-21
2167,Henry Laurens,George Washington,1778-10-22
2168,Cornelius Harnett,Richard Caswell,1778-10-24
2169,Samuel Holten,Diary,1778-10-24
2170,James Lovell,John Adams,1778-10-24
2171,Samuel Adams,John Adams,1778-10-25
2172,Gouverneur Morris,George Washington,1778-10-26
2173,Henry Laurens,Diego Joseph Navarro,1778-10-27
2174,Josiah Bartlett,John Langdon,1778-10-27
2175,Roger Sherman,Jonathan Trumbull,1778-10-27
2176,Richard Henry Lee,Arthur Lee,1778-10-27
2177,Samuel Holten,Diary,1778-10-28
2178, Committee of Foreign Affairs,William Lee,1778-10-28
2179,Henry Laurens,Horatio Gates,1778-10-29
2180, Committee of Foreign Affairs,Arthur Lee,1778-10-29
2181,Richard Henry Lee,John Adams,1778-10-29
2182,Samuel Holten,Diary,1778-10-31
2183,Roger Sherman,Elisha Paine,1778-10-31
2184,Continental Congress,Resolution,1778-10-31
2185,Henry Laurens,Caesar Rodney,1778-11-01
2186,Henry Laurens,George Washington,1778-11-01
2187,Richard Henry Lee,Jonathan Trumbull,1778-11-02
2188,Samuel Adams,James Warren,1778-11-03
2189,James Lovell,Horatio Gates,1778-11-03
2190,Henry 03chant,William Greene,1778-11-03
2191,Richard Henry Lee,Sir James Jay,1778-11-03
2192,Cornelius Harnett,Thomas Burke,1778-11-03
2193,Henry Laurens, Marquis de Lafayette,1778-11-05
2194,John Penn,Richard Caswell,1778-11-05
2195,A Committee of Congress,Thomas Johnson jr.,1778-11-05
2196,Henry 03chant,William Greene,1778-11-08
2197,Samuel Holten,Diary,1778-11-07
2198,Henry Laurens,Caesar Rodney,1778-11-07
2199,Henry Laurens,William Malcom,1778-11-08
2200,Elbridge Gerry,James Warren,1778-11-08
2201,Samuel Adams,James Warren,1778-11-09
2202,Henry Laurens,Jonathan Trumbull,1778-11-10
2203, Connecticut Delegates,Jonathan Trumbull,1778-11-10
2204,Cornelius Harnett,Richard Caswell,1778-11-10
2205,Gouverneur Morris,George Washington,1778-11-11
2206,A Committee of Congress, Several States,1778-11-11
2207,A Committee of Congress, Several States,1778-11-11
2208,A Committee of Congress, Several States,1778-11-11
2209,A Committee of Congress, Several States,1778-11-11
2210,James Lovell,Horatio Gates,1778-11-11
2211,Henry Laurens,John Sullivan,1778-11-12
2212,Samuel Holten,Diary,1778-11-13
2213, South Carolina Delegates,Rawlins Lowndes,1778-11-14
2214,Richard Henry Lee,Patrick Henry,1778-11-15
2215,Henry Laurens,Lord Stirling,1778-11-15
2216,Henry Laurens,Caesar Rodney,1778-11-16
2217,Joseph Reed,William Irvine,1778-11-16
2218,Henry Laurens,George Washington,1778-11-20
2219,Henry Laurens,Stephen Drayton,1778-11-21
2220,Henry Laurens,Francis Huger,1778-11-21
2221,Samuel Adams,James Warren,1778-11-23
2222,Samuel Holten,Diary,1778-11-23
2223,Henry Laurens,Benjamin Lincoln,1778-11-24
2224,William Whipple,Meshech Weare,1778-11-24
2225,Roger Sherman,Jonathan Trumbull,1778-11-24
2226, Rhode Island Delegates,William Greene,1778-11-24
2227,John Wirspoon,Part of a Speech in Congress upon Confederation,1778-11-25
2228,Cornelius Harnett,Richard Caswell,1778-11-28
2229,Henry Laurens,Lord Stirling,1778-11-29
2230,William Whipple,Josiah Bartlett,1778-11-30
2231,Samuel Adams,Jeremiah Powell,1778-12-01
2232, New York Delegates,George Clinton,1778-12-01
2233,Henry Laurens,Philip Schuyler,1778-12-02
2234,James Duane,George Clinton,1778-12-02
2235,Henry Laurens,Silas Deane,1778-12-03
2236,Francis Lewis,George Clinton,1778-12-03
2237,Samuel Holten,Diary,1778-12-04
2238,Henry Laurens,Philip Schuyler,1778-12-04
2239,Henry Laurens,Memorandum,1778-12-04
2240,John Fell,Diary,1778-12-08
2241,Henry Laurens,Lord Stirling,1778-12-05
2242,John Penn,William Woodford,1778-12-06
2243,Henry Laurens,Lord Stirling,1778-12-07
2244,Henry Laurens,Rawlins Lowndes,1778-12-07
2245,Henry Laurens,George Washington,1778-12-08
2246,William Whipple,Meshech Weare,1778-12-08
2247, Committee of Foreign Affairs,Benjamin Franklin,1778-12-08
2248,Nathaniel Scudder,Richard Henry Lee,1778-12-09
2249,Henry Laurens,Notes on his Letter of Resignation,1778-12-09
2250,Henry Laurens,John Parke (Philopatros Philales),1778-12-09
2251,Henry Laurens,Memoranda,1778-12-10
2252,John Fell,Diary,1778-12-10
2253,John Jay,George Clinton,1778-12-10
2254,James Duane,George Clinton,1778-12-10
2255,Francis Lightfoot Lee,Arthur Lee,1778-12-10
2256,John Fell,Diary,1778-12-13
2257,Samuel Adams,Mrs. Adams,1778-12-13
2258,William Whipple,Josiah Bartlett,1778-12-14
2259,William Whipple,Meshech Weare,1778-12-14
2260,Samuel Holten,Diary,1778-12-14
2261,John Fell,Diary,1778-12-15
2262,James Duane,George Clinton,1778-12-15
2263,Francis Lightfoot Lee,Arthur Lee,1778-12-15
2264,James Lovell,Horatio Gates,1778-12-15
2265,John Fell,Diary,1778-12-16
2266,Henry Laurens,Rawlins Lowndes,1778-12-16
2267, Connecticut Delegates,Jonathan Trumbull,1778-12-16
2268,John Fell,Diary,1778-12-18 
2269,Edward Langworthy,William Duer,1778-12-18
2270,John Jay,Rawlins Lowndes,1778-12-18
2271,Samuel Adams,James Bowdoin,1778-12-19
2272,John Fell,Diary,1778-12-20
2273,Thomas Burke,Richard Caswell,1778-12-20
2274,William Whipple,John Langdon,1778-12-21
2275,Samuel Adams,John Winthrop,1778-12-21
2276,John Fell,Diary,1778-12-21
2277,Francis Lightfoot Lee,Richard Henry Lee,1778-12-22
2278,James Duane,Mrs. Duane,1778-12-22
2279, North Carolina Delegates,Richard Caswell,1778-12-22
2280, Maryland Delegates,Thomas Johnson jr.,1778-12-23
2281,John Fell,Diary, 1778-12-24
2282,Samuel Holten,Diary,1778-12-25
2283,Francis Lightfoot Lee,Richard Henry Lee,1778-12-25
2284,Samuel Adams,Samuel Cooper,1778-12-25
2285,Samuel Adams,Charles Chauncy,1778-12-25
2286,John Fell,Diary,1778-12-28
2287,Samuel Holten,Diary,1778-12-29
2288,John Fell,Diary,1778-12-29
2289,Samuel Holten,Diary,1778-12-31
2290,John Fell,Diary,1778-12-31
2291,Francis Lewis,George Clinton,1778-12-31
2292,Henry Laurens,Notes,1778-12-31
2293,John Fell,Diary,1779-01-02
2294,Samuel Holten,Diary,1779-01-02
2295,John Jay, Marquis de Lafayette,1779-01-03
2296,James Duane,George Clinton,1779-01-03
2297,James Duane,Philip Schuyler,1779-01-03
2298,William Floyd,George Clinton,1779-01-03
2299,William Whipple,Josiah Bartlett,1779-01-03
2300,John Fell,Diary,1779-01-04
2301, Connecticut Delegates,Jonathan Trumbull,1779-01-04
2302,William Floyd,George Clinton,1779-01-05
2303,Henry Laurens,John Sullivan,1779-01-05
2304,Francis Lightfoot Lee,Richard Henry Lee,1779-01-05
2305,John Fell,Diary,1779-01-05
2306,Samuel Holten,Diary,1779-01-05
2307,Samuel Adams,James Warren,1779-01-06
2308,Samuel Adams,Samuel Cooper,1779-01-06
2309,John Fell,Diary,1779-01-06
2310,Gouverneur Morris,Speech,1779-01-07
2311,Henry Laurens,Memorandum,1779-01-07
2312,Robert Morris,.Statement,1779-01-07
2313,John Fell,Diary,1779-01-08
2314,Samuel Holten,Diary,1779-01-08
2315,John Fell,Diary,1779-01-09
